metric_id,target_id,priority_core,metric,paper_value_or_target,project_result,error_or_status,unit,evidence_artifact,evidence_type,verification_status,boundary
M0201,5.9,true,逐图源层最佳指标,"northern L2 NRHO rp=4800,12610 km; stability index=1.5425,1.1762; constant-frequency quasi-NRHO corridor anchored at periodic NRHO rp=8065 km and frequency ratio=5.0305",accepted CR3BP periodic-family marker rows 2; corrected family members 16; maximum periodicity error 1.691798846699935e-10; best total delta-v 47.73443414309953 m/s; worst endpoint error 2.336264914251333e-05 km; max Jacobi span 5.092193333666728e-11; perilune radii 4800.000000000002 / 12610 km,corrected_periodic_nrho_family_replaces_linear_corridor_proxy,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0202,5.9,true,数据源范围/periodicity_error,原论文未报告（当前数据源内部范围）,periodicity_error: 7.90278863282e-12..1.6917988467e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0203,5.9,true,数据源范围/endpoint_position_error_km,原论文未报告（当前数据源内部范围）,endpoint_position_error_km: 2.5663466949e-09..3.71468761729e-05,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0204,5.10,true,论文目标/关键物理量,"autonomous Earth-Moon CR3BP feasible solutions (not the later SQP optima): transfer 1=48.3+32.2=80.5 m/s, TOF=23 day; transfer 2=51.3+35.3=86.6 m/s, TOF=12.4 day; epoch not applicable",Earth-Moon NRHO CR3BP transfers plus DE421-initialized planar BCR4BP correction; BCR4BP numerical acceptance 2/2; paper equivalence 0/2; independent endpoint <= 4.819078391415363e-05 km; absolute-time segment defect <= 1.213619191095553e-07 km; reset-time negative control >= 100.7737248812684 km; total delta-v case 1/2 72.628142/89.049947 m/s; paper-relative error -9.7787%/+2.8290%; DE421 initial Sun phase 71.09803239563459 deg; original replacement status: cr3bp_transfer_plus_bcr4bp_extension_accepted_paper_equivalence_false,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv;data/computed/chapter5_fig510_bcr4bp_transfer_trajectories.csv;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0205,5.10,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 2; Route H dependency: indirect only; BCR4BP dependency: dedicated numerical correction 2/2; paper equivalence 0/2,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv;data/computed/chapter5_fig510_bcr4bp_transfer_trajectories.csv;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0206,5.10,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv;data/computed/chapter5_fig510_bcr4bp_transfer_trajectories.csv;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0207,5.10,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv;data/computed/chapter5_fig510_bcr4bp_transfer_trajectories.csv;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0208,5.10,true,逐图源层最佳指标,"autonomous Earth-Moon CR3BP feasible solutions (not the later SQP optima): transfer 1=48.3+32.2=80.5 m/s, TOF=23 day; transfer 2=51.3+35.3=86.6 m/s, TOF=12.4 day; epoch not applicable",BCR4BP numerical acceptance 2/2; paper equivalence 0/2; independent endpoint <= 4.819078391415363e-05 km; absolute-time segment defect <= 1.213619191095553e-07 km; reset-time negative control >= 100.7737248812684 km; total delta-v case 1/2 72.628142/89.049947 m/s; paper-relative error -9.7787%/+2.8290%; DE421 initial Sun phase 71.09803239563459 deg,cr3bp_transfer_plus_bcr4bp_extension_accepted_paper_equivalence_false,见字段文本；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv;data/computed/chapter5_fig510_bcr4bp_transfer_trajectories.csv;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0209,5.10,true,数据源范围/initial_sun_xy_closure_nd,原论文未报告（当前数据源内部范围）,initial_sun_xy_closure_nd: 2.84217094304e-14,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv,direct CSV range,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0210,5.10,true,数据源范围/frame_orthogonality_error,原论文未报告（当前数据源内部范围）,frame_orthogonality_error: 2.22044604925e-16,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_fig510_bcr4bp_transfer_audit.csv,direct CSV range,boundary,"The dedicated planar BCR4BP extension is numerically accepted, but Figure 5.10 is an autonomous CR3BP case, so epoch is not applicable to the paper result and the project date belongs only to the extension. The paper-specific quasi-NRHO member, intersection phases, raw boundary states, impulse agreement, and pointwise geometry remain open, so paper_equivalence=false."
M0211,5.11,true,论文目标/关键物理量,CR3BP-symmetric reverse transfers from rp=12610 km NRHO to rp=4800 km NRHO using accepted Fig.5.10 solutions,Earth-Moon NRHO direct-transfer CR3BP baseline; accepted CR3BP reverse-symmetry rows 2; best total delta-v 47.73443414309953 m/s; worst endpoint error 2.336264914251333e-05 km; max Jacobi span 5.092193333666728e-11; original replacement status: endpoint_corrected_cr3bp_not_high_fidelity_replacement,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0212,5.11,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 2; Route H dependency: indirect only; BCR4BP dependency: available as separate source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0213,5.11,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0214,5.11,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0215,5.11,true,逐图源层最佳指标,CR3BP-symmetric reverse transfers from rp=12610 km NRHO to rp=4800 km NRHO using accepted Fig.5.10 solutions,accepted CR3BP reverse-symmetry rows 2; best total delta-v 47.73443414309953 m/s; worst endpoint error 2.336264914251333e-05 km; max Jacobi span 5.092193333666728e-11,endpoint_corrected_cr3bp_not_high_fidelity_replacement,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0216,5.11,true,数据源范围/periodicity_error,原论文未报告（当前数据源内部范围）,periodicity_error: 7.90278863282e-12..1.6917988467e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0217,5.11,true,数据源范围/endpoint_position_error_km,原论文未报告（当前数据源内部范围）,endpoint_position_error_km: 2.5663466949e-09..3.71468761729e-05,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,"Per-figure endpoint-corrected CR3BP transfer rows are accepted by exact symmetry, but no BCR4BP/ephemeris high-fidelity replacement is claimed."
M0218,5.12,true,论文目标/关键物理量,rendezvous delta-v versus arrival offset; baseline=80.5 m/s; offset=-24..24 h; minimum near -6.5 h,Earth-Moon NRHO fixed-departure rendezvous arrival-offset branch; accepted CR3BP rendezvous scan rows 36; coverage -24 to 11 h; minimum delta-v difference -6.029648133534657 m/s; maximum endpoint error 3.714687617288433e-05 km; original replacement status: computed_branch_replaces_proxy_with_explicit_fold_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0219,5.12,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 36; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0220,5.12,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0221,5.12,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0222,5.12,true,逐图源层最佳指标,rendezvous delta-v versus arrival offset; baseline=80.5 m/s; offset=-24..24 h; minimum near -6.5 h,accepted CR3BP rendezvous scan rows 36; coverage -24 to 11 h; minimum delta-v difference -6.029648133534657 m/s; maximum endpoint error 3.714687617288433e-05 km,computed_branch_replaces_proxy_with_explicit_fold_boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0223,5.12,true,数据源范围/periodicity_error,原论文未报告（当前数据源内部范围）,periodicity_error: 7.90278863282e-12..1.6917988467e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0224,5.12,true,数据源范围/endpoint_position_error_km,原论文未报告（当前数据源内部范围）,endpoint_position_error_km: 2.5663466949e-09..3.71468761729e-05,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,direct CSV range,boundary,The grey extrapolation is removed. The computed branch covers -24 to +11 h; +12 to +24 h remains an explicit fold/coverage boundary rather than plotted proxy data.
M0225,5.13,true,论文目标/关键物理量,Sun-Earth L1 two-frequency Lissajous torus; z=940000 km; y=660000 km; at least 3500 torus points; candidate periapsis about 7033 km,"accepted active-geometry Sun-Earth L1 two-frequency torus DG tight stable-manifold periapsis map; accepted active-geometry family rows 1 (468 members, 33024 points); full max |y|/|z| 659439.4314289853/939944.3046133927 km; target errors -560.568571014679/-55.69538660731632 km; Jacobi span 1.028190865781653e-10; closure 3.254302889494484e-09; target pair True; tight scan rows 1; phase (48, 62) deg; 7033-km periapsis 7034.029835374918 km; error 1.029835374917639 km; propagated trajectories 162; manifold Jacobi drift 1.508171365571798e-10; original replacement status: computed_lissajous_manifold_map_replaces_display_proxy_geometry_boundary_remains",boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,authoritative validation/per-figure audit,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0226,5.13,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 1; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,authoritative validation/per-figure audit,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0227,5.13,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,authoritative validation/per-figure audit,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0228,5.13,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,authoritative validation/per-figure audit,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0229,5.13,true,逐图源层最佳指标,Sun-Earth L1 two-frequency Lissajous torus; z=940000 km; y=660000 km; at least 3500 torus points; candidate periapsis about 7033 km,"accepted active-geometry family rows 1 (468 members, 33024 points); full max |y|/|z| 659439.4314289853/939944.3046133927 km; target errors -560.568571014679/-55.69538660731632 km; Jacobi span 1.028190865781653e-10; closure 3.254302889494484e-09; target pair True; tight scan rows 1; phase (48, 62) deg; 7033-km periapsis 7034.029835374918 km; error 1.029835374917639 km; propagated trajectories 162; manifold Jacobi drift 1.508171365571798e-10",computed_lissajous_manifold_map_replaces_display_proxy_geometry_boundary_remains,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,authoritative validation/per-figure audit,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0230,5.13,true,数据源范围/best_7033_error_km,原论文未报告（当前数据源内部范围）,best_7033_error_km: 1.02983537492,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,direct CSV range,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0231,5.13,true,数据源范围/maximum_jacobi_drift,原论文未报告（当前数据源内部范围）,maximum_jacobi_drift: 1.50817136557e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_active_geometry_stable_manifold_tight_target_audit.csv,direct CSV range,boundary,The display-function proxy is removed and the accepted 129x256 full-torus geometry plus 9x9 tight scan reaches the 7033-km target. Remaining boundaries are high-fidelity BCR4BP/ephemeris correction and pointwise comparison with the thesis heat map.
M0232,5.14,true,论文目标/关键物理量,stable-manifold transfer to 185 km LEO (geocentric radius 6563 km); zero deterministic insertion maneuver after departure,accepted active-geometry Sun-Earth L1 stable-manifold LEO transfer; accepted active-geometry transfer rows 1; trajectory samples 900; periapsis 7034.028970727035 km; target error 1.028970727034903 km; transfer time 433.0873004386989 days; Jacobi span 5.497824417943775e-13; Lissajous endpoint distance 38.49009323646132 km; original replacement status: computed_lissajous_transfer_replaces_analytic_scene_high_fidelity_pending,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,authoritative validation/per-figure audit,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0233,5.14,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 1; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,authoritative validation/per-figure audit,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0234,5.14,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,authoritative validation/per-figure audit,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0235,5.14,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,authoritative validation/per-figure audit,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0236,5.14,true,逐图源层最佳指标,stable-manifold transfer to 185 km LEO (geocentric radius 6563 km); zero deterministic insertion maneuver after departure,accepted active-geometry transfer rows 1; trajectory samples 900; periapsis 7034.028970727035 km; target error 1.028970727034903 km; transfer time 433.0873004386989 days; Jacobi span 5.497824417943775e-13; Lissajous endpoint distance 38.49009323646132 km,computed_lissajous_transfer_replaces_analytic_scene_high_fidelity_pending,见字段文本；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,authoritative validation/per-figure audit,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0237,5.14,true,数据源范围/periapsis_target_error_km,原论文未报告（当前数据源内部范围）,periapsis_target_error_km: 1.02897072703,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,direct CSV range,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
M0238,5.14,true,数据源范围/jacobi_span,原论文未报告（当前数据源内部范围）,jacobi_span: 5.49782441794e-13,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_active_geometry_leo_transfer_audit.csv,direct CSV range,boundary,The analytic transfer and torus scene is removed. The accepted active-geometry CR3BP trajectory reaches the 7033-km periapsis target and records the 185-km LEO endpoint; BCR4BP/ephemeris correction remains pending.
